store_id,store_name,store_type,customer_name,place_name,town
P6739,Little Platerows South Dunsmere,convenience,Platerows,South Dunsmere,Dunsmere
M3578,Mainsburys Upper Wrenford,main,Mainsburys,Upper Wrenford,Wrenford
M1829,Local Mainsburys Lower Haythorne,convenience,Mainsburys,Lower Haythorne,Haythorne
N2992,Local Nesco Upper Thatchwyke,convenience,Nesco,Upper Thatchwyke,Thatchwyke
M4381,Local Mainsburys South Fallowden,convenience,Mainsburys,South Fallowden,Fallowden
P3451,Platerows Lower Norbury,main,Platerows,Lower Norbury,Norbury
M542,Mainsburys East Dunsmere,main,Mainsburys,East Dunsmere,Dunsmere
M445,Mainsburys Wrenford,main,Mainsburys,Wrenford,Wrenford
N2557,Nesco Upper Thornwick,main,Nesco,Upper Thornwick,Thornwick
M2797,Mainsburys Upper Mallowmere,main,Mainsburys,Upper Mallowmere,Mallowmere
M4637,Mainsburys Upper Stonleigh,main,Mainsburys,Upper Stonleigh,Stonleigh
M6059,Mainsburys Lower Quetherby,main,Mainsburys,Lower Quetherby,Quetherby
P6927,Platerows North Yoxminster,main,Platerows,North Yoxminster,Yoxminster
T2935,Torrisons North Oatmere,main,Torrisons,North Oatmere,Oatmere
N1479,Local Nesco South Hawkenridge,convenience,Nesco,South Hawkenridge,Hawkenridge
P492,Platerows Upper Rockington,main,Platerows,Upper Rockington,Rockington
N6375,Local Nesco West Dunhaven,convenience,Nesco,West Dunhaven,Dunhaven
N4531,Nesco Upper Falkenridge,main,Nesco,Upper Falkenridge,Falkenridge
P2003,Little Platerows Upper Cornthwaite,convenience,Platerows,Upper Cornthwaite,Cornthwaite
N5128,Local Nesco Lower Langmere,convenience,Nesco,Lower Langmere,Langmere
P4844,Platerows Upper Harthwick,main,Platerows,Upper Harthwick,Harthwick
P1805,Little Platerows East Crowleigh,convenience,Platerows,East Crowleigh,Crowleigh
T5289,Torrisons South Crowleigh,main,Torrisons,South Crowleigh,Crowleigh
T483,Torrisons Longmere,main,Torrisons,Longmere,Longmere
N1030,Local Nesco East Coldminster,convenience,Nesco,East Coldminster,Coldminster
M4041,Mainsburys Upper Mapplethorpe,main,Mainsburys,Upper Mapplethorpe,Mapplethorpe
P1762,Little Platerows South Rindleton,convenience,Platerows,South Rindleton,Rindleton
M6917,Local Mainsburys South Eddington,convenience,Mainsburys,South Eddington,Eddington
M1230,Mainsburys West Everdale,main,Mainsburys,West Everdale,Everdale
P1031,Little Platerows East Lowdenham,convenience,Platerows,East Lowdenham,Lowdenham
P2405,Platerows South Greengate,main,Platerows,South Greengate,Greengate
M7131,Local Mainsburys Lower Hitherwick,convenience,Mainsburys,Lower Hitherwick,Hitherwick
T4663,Torrisons Upper Brightmere,main,Torrisons,Upper Brightmere,Brightmere
P1350,Little Platerows East Marlington,convenience,Platerows,East Marlington,Marlington
T3616,Torrisons Drummondale,main,Torrisons,Drummondale,Drummondale
N1715,Local Nesco East Westleigh,convenience,Nesco,East Westleigh,Westleigh
N5006,Nesco West Mapplethorpe,main,Nesco,West Mapplethorpe,Mapplethorpe
M5223,Mainsburys East Coldminster,main,Mainsburys,East Coldminster,Coldminster
M5111,Local Mainsburys West Dorleigh,convenience,Mainsburys,West Dorleigh,Dorleigh
T7112,Torrisons Carlington,main,Torrisons,Carlington,Carlington
M2468,Local Mainsburys West Netherton,convenience,Mainsburys,West Netherton,Netherton
M6733,Local Mainsburys West Meresbourne,convenience,Mainsburys,West Meresbourne,Meresbourne
M205,Local Mainsburys Lower Cornthwaite,convenience,Mainsburys,Lower Cornthwaite,Cornthwaite
T6841,Torrisons West Harrowmere,main,Torrisons,West Harrowmere,Harrowmere
T3283,Torrisons North Thornwick,main,Torrisons,North Thornwick,Thornwick
M5794,Mainsburys West Welford,main,Mainsburys,West Welford,Welford
M6272,Mainsburys Upper Millthorpe,main,Mainsburys,Upper Millthorpe,Millthorpe
P679,Platerows East Rothermere,main,Platerows,East Rothermere,Rothermere
M911,Local Mainsburys South Norcombe,convenience,Mainsburys,South Norcombe,Norcombe
N1072,Local Nesco Lower Puddlewyke,convenience,Nesco,Lower Puddlewyke,Puddlewyke
P1076,Platerows West Farrowgate,main,Platerows,West Farrowgate,Farrowgate
N6985,Local Nesco South Pelhamstead,convenience,Nesco,South Pelhamstead,Pelhamstead
N3647,Local Nesco Fallowden,convenience,Nesco,Fallowden,Fallowden
P6016,Little Platerows South Broxted,convenience,Platerows,South Broxted,Broxted
P318,Platerows East Shaldwick,main,Platerows,East Shaldwick,Shaldwick
M6200,Mainsburys South Harrowmere,main,Mainsburys,South Harrowmere,Harrowmere
M1611,Mainsburys North Charnwood,main,Mainsburys,North Charnwood,Charnwood
M7110,Local Mainsburys Upper Ketterly,convenience,Mainsburys,Upper Ketterly,Ketterly
N7052,Local Nesco Upper Halberton,convenience,Nesco,Upper Halberton,Halberton
T6965,Torrisons East Longmere,main,Torrisons,East Longmere,Longmere
M2484,Mainsburys Upper Harbury,main,Mainsburys,Upper Harbury,Harbury
M2588,Local Mainsburys West Hartmere,convenience,Mainsburys,West Hartmere,Hartmere
N4314,Nesco East Uxmere,main,Nesco,East Uxmere,Uxmere
P6437,Little Platerows Fairholt,convenience,Platerows,Fairholt,Fairholt
T2957,Torrisons East Crowleigh,main,Torrisons,East Crowleigh,Crowleigh
P2543,Little Platerows North Burrowden,convenience,Platerows,North Burrowden,Burrowden
N6345,Local Nesco North Wetherbrook,convenience,Nesco,North Wetherbrook,Wetherbrook
P5555,Platerows North Halberton,main,Platerows,North Halberton,Halberton
M2634,Local Mainsburys West Fallowden,convenience,Mainsburys,West Fallowden,Fallowden
P3465,Little Platerows West Mossthorpe,convenience,Platerows,West Mossthorpe,Mossthorpe
N2242,Local Nesco West Ledbury,convenience,Nesco,West Ledbury,Ledbury
P6077,Little Platerows North Gildermere,convenience,Platerows,North Gildermere,Gildermere
N2926,Local Nesco North Everdale,convenience,Nesco,North Everdale,Everdale
N985,Nesco South Wickhamford,main,Nesco,South Wickhamford,Wickhamford
T6924,Torrisons North Ashcombe,main,Torrisons,North Ashcombe,Ashcombe
M3682,Local Mainsburys South Goldwynn,convenience,Mainsburys,South Goldwynn,Goldwynn
P5983,Little Platerows South Fenbrook,convenience,Platerows,South Fenbrook,Fenbrook
M7128,Local Mainsburys West Deepmere,convenience,Mainsburys,West Deepmere,Deepmere
M5897,Local Mainsburys West Emsworth,convenience,Mainsburys,West Emsworth,Emsworth
M3273,Mainsburys East Elderwick,main,Mainsburys,East Elderwick,Elderwick
T3059,Torrisons North Greystead,main,Torrisons,North Greystead,Greystead
M3113,Mainsburys Brambleton,main,Mainsburys,Brambleton,Brambleton
N7303,Nesco South Redwick,main,Nesco,South Redwick,Redwick
M5941,Local Mainsburys Upper Yoxminster,convenience,Mainsburys,Upper Yoxminster,Yoxminster
N2875,Nesco South Drayminster,main,Nesco,South Drayminster,Drayminster
T5440,Torrisons Lower Puddlewyke,main,Torrisons,Lower Puddlewyke,Puddlewyke
T6717,Torrisons West Thistlemere,main,Torrisons,West Thistlemere,Thistlemere
M436,Local Mainsburys Upper Hallmere,convenience,Mainsburys,Upper Hallmere,Hallmere
P3024,Little Platerows East Norhollow,convenience,Platerows,East Norhollow,Norhollow
N4825,Local Nesco Lower Carlington,convenience,Nesco,Lower Carlington,Carlington
M4484,Mainsburys Norcombe,main,Mainsburys,Norcombe,Norcombe
M6892,Local Mainsburys North Emsworth,convenience,Mainsburys,North Emsworth,Emsworth
P4270,Platerows Cornthwaite,main,Platerows,Cornthwaite,Cornthwaite
T1069,Torrisons Upper Tatterby,main,Torrisons,Upper Tatterby,Tatterby
P364,Little Platerows Lower Craydon,convenience,Platerows,Lower Craydon,Craydon
N6735,Nesco Lower Langmere,main,Nesco,Lower Langmere,Langmere
P157,Platerows South Southmere,main,Platerows,South Southmere,Southmere
P2224,Little Platerows Elmwych,convenience,Platerows,Elmwych,Elmwych
N284,Nesco Upper Harbury,main,Nesco,Upper Harbury,Harbury
P53,Little Platerows South Foxglade,convenience,Platerows,South Foxglade,Foxglade
M2150,Mainsburys West Cherriford,main,Mainsburys,West Cherriford,Cherriford
P7209,Little Platerows West Quetherby,convenience,Platerows,West Quetherby,Quetherby
P6900,Little Platerows West Huntwick,convenience,Platerows,West Huntwick,Huntwick
M6836,Local Mainsburys Denthorpe,convenience,Mainsburys,Denthorpe,Denthorpe
M5503,Mainsburys North Mistridge,main,Mainsburys,North Mistridge,Mistridge
N1702,Local Nesco West Westleigh,convenience,Nesco,West Westleigh,Westleigh
N6298,Nesco Lower Southmere,main,Nesco,Lower Southmere,Southmere
P5054,Little Platerows North Banebridge,convenience,Platerows,North Banebridge,Banebridge
T3904,Torrisons Upper Mistridge,main,Torrisons,Upper Mistridge,Mistridge
P5757,Little Platerows Brackmere,convenience,Platerows,Brackmere,Brackmere
N1447,Nesco Lower Foxworth,main,Nesco,Lower Foxworth,Foxworth
M182,Local Mainsburys South Eldermoor,convenience,Mainsburys,South Eldermoor,Eldermoor
P1134,Platerows South Rindleton,main,Platerows,South Rindleton,Rindleton
M3329,Local Mainsburys Casterly,convenience,Mainsburys,Casterly,Casterly
N6359,Nesco East Wexford,main,Nesco,East Wexford,Wexford
N5966,Nesco Darrowby,main,Nesco,Darrowby,Darrowby
N852,Local Nesco East Uxmere,convenience,Nesco,East Uxmere,Uxmere
P1831,Platerows Quenndale,main,Platerows,Quenndale,Quenndale
N3421,Local Nesco West Burrowden,convenience,Nesco,West Burrowden,Burrowden
M4950,Mainsburys West Wrenford,main,Mainsburys,West Wrenford,Wrenford
P5848,Little Platerows North Brightmere,convenience,Platerows,North Brightmere,Brightmere
N6962,Nesco East Rockington,main,Nesco,East Rockington,Rockington
P5964,Little Platerows South Kingsholt,convenience,Platerows,South Kingsholt,Kingsholt
P4362,Platerows North Somerleigh,main,Platerows,North Somerleigh,Somerleigh
P1218,Platerows Yarrowby,main,Platerows,Yarrowby,Yarrowby
M5081,Mainsburys Thornwick,main,Mainsburys,Thornwick,Thornwick
M5723,Mainsburys Quetherby,main,Mainsburys,Quetherby,Quetherby
P5359,Platerows North Dunsmere,main,Platerows,North Dunsmere,Dunsmere
M2843,Mainsburys Lower Wrenford,main,Mainsburys,Lower Wrenford,Wrenford
T933,Torrisons Lower Rockington,main,Torrisons,Lower Rockington,Rockington
T652,Torrisons Upper Fenleigh,main,Torrisons,Upper Fenleigh,Fenleigh
N174,Nesco Clovenshire,main,Nesco,Clovenshire,Clovenshire
N4277,Nesco West Mossthorpe,main,Nesco,West Mossthorpe,Mossthorpe
T3385,Torrisons Emsworth,main,Torrisons,Emsworth,Emsworth
P6910,Platerows Lower Fairholt,main,Platerows,Lower Fairholt,Fairholt
N3676,Local Nesco West Oakenshire,convenience,Nesco,West Oakenshire,Oakenshire
M4132,Local Mainsburys North Thatchwyke,convenience,Mainsburys,North Thatchwyke,Thatchwyke
M1464,Mainsburys South Redwick,main,Mainsburys,South Redwick,Redwick
P1875,Platerows Lower Alderwyck,main,Platerows,Lower Alderwyck,Alderwyck
P4915,Little Platerows Caerhurst,convenience,Platerows,Caerhurst,Caerhurst
P2220,Platerows Lower Pelhamstead,main,Platerows,Lower Pelhamstead,Pelhamstead
M1367,Local Mainsburys Stagthorne,convenience,Mainsburys,Stagthorne,Stagthorne
P735,Platerows Lower Somerleigh,main,Platerows,Lower Somerleigh,Somerleigh
N541,Nesco Lower Dunbridge,main,Nesco,Lower Dunbridge,Dunbridge
T5544,Torrisons Upper Marlington,main,Torrisons,Upper Marlington,Marlington
P2552,Little Platerows Upper Wetherbrook,convenience,Platerows,Upper Wetherbrook,Wetherbrook
P6551,Platerows North Greengate,main,Platerows,North Greengate,Greengate
N5143,Nesco East Langmere,main,Nesco,East Langmere,Langmere
P5711,Little Platerows Burrowden,convenience,Platerows,Burrowden,Burrowden
N3854,Local Nesco East Winshaw,convenience,Nesco,East Winshaw,Winshaw
N208,Local Nesco South Harrowmere,convenience,Nesco,South Harrowmere,Harrowmere
T2864,Torrisons North Denthorpe,main,Torrisons,North Denthorpe,Denthorpe
N3702,Local Nesco West Cherriford,convenience,Nesco,West Cherriford,Cherriford
N5816,Local Nesco Upper Tatterby,convenience,Nesco,Upper Tatterby,Tatterby
P27,Platerows Lower Kellington,main,Platerows,Lower Kellington,Kellington
M1681,Mainsburys Mallowmere,main,Mainsburys,Mallowmere,Mallowmere
N6798,Local Nesco Lower Moorstead,convenience,Nesco,Lower Moorstead,Moorstead
P6998,Little Platerows Lower Harthwick,convenience,Platerows,Lower Harthwick,Harthwick
P549,Platerows East Norcombe,main,Platerows,East Norcombe,Norcombe
M3928,Mainsburys Upper Dunhaven,main,Mainsburys,Upper Dunhaven,Dunhaven
T5998,Torrisons East Darrowby,main,Torrisons,East Darrowby,Darrowby
P2263,Little Platerows West Brackmere,convenience,Platerows,West Brackmere,Brackmere
N4544,Local Nesco East Eddington,convenience,Nesco,East Eddington,Eddington
P7043,Platerows Upper Gainsworth,main,Platerows,Upper Gainsworth,Gainsworth
N2041,Local Nesco Upper Chilversham,convenience,Nesco,Upper Chilversham,Chilversham
P139,Little Platerows North Wexford,convenience,Platerows,North Wexford,Wexford
P7168,Platerows Hadlow,main,Platerows,Hadlow,Hadlow
N612,Nesco Lower Blisworth,main,Nesco,Lower Blisworth,Blisworth
N3498,Local Nesco North Branscombe,convenience,Nesco,North Branscombe,Branscombe
P2759,Platerows North Crowleigh,main,Platerows,North Crowleigh,Crowleigh
M145,Local Mainsburys North Drayminster,convenience,Mainsburys,North Drayminster,Drayminster
T1939,Torrisons East Oatmere,main,Torrisons,East Oatmere,Oatmere
N6419,Local Nesco East Thistlemere,convenience,Nesco,East Thistlemere,Thistlemere
M970,Local Mainsburys Upper Elmwych,convenience,Mainsburys,Upper Elmwych,Elmwych
N2285,Local Nesco Upper Northwyke,convenience,Nesco,Upper Northwyke,Northwyke
T181,Torrisons Lower Rothermere,main,Torrisons,Lower Rothermere,Rothermere
N6976,Local Nesco Lower Caerhurst,convenience,Nesco,Lower Caerhurst,Caerhurst
T1393,Torrisons South Puddlewyke,main,Torrisons,South Puddlewyke,Puddlewyke
M2093,Mainsburys Upper Branscombe,main,Mainsburys,Upper Branscombe,Branscombe
P6592,Platerows Lower Eddington,main,Platerows,Lower Eddington,Eddington
P3583,Platerows Loxborough,main,Platerows,Loxborough,Loxborough
T6405,Torrisons East Rothermere,main,Torrisons,East Rothermere,Rothermere
P376,Little Platerows Ledbury,convenience,Platerows,Ledbury,Ledbury
P6436,Platerows Lower Ironmere,main,Platerows,Lower Ironmere,Ironmere
M2785,Mainsburys Dunhaven,main,Mainsburys,Dunhaven,Dunhaven
M5078,Mainsburys Upper Burrowden,main,Mainsburys,Upper Burrowden,Burrowden
M873,Local Mainsburys South Mapplethorpe,convenience,Mainsburys,South Mapplethorpe,Mapplethorpe
M2703,Local Mainsburys South Kingsholt,convenience,Mainsburys,South Kingsholt,Kingsholt
M138,Mainsburys South Wetherbrook,main,Mainsburys,South Wetherbrook,Wetherbrook
M5025,Mainsburys West Dunhaven,main,Mainsburys,West Dunhaven,Dunhaven
N5214,Local Nesco Upper Thornhollow,convenience,Nesco,Upper Thornhollow,Thornhollow
N2889,Nesco West Thatchwyke,main,Nesco,West Thatchwyke,Thatchwyke
P4967,Platerows East Puddlewyke,main,Platerows,East Puddlewyke,Puddlewyke
T1108,Torrisons South Mallowmere,main,Torrisons,South Mallowmere,Mallowmere
N5635,Local Nesco Northwyke,convenience,Nesco,Northwyke,Northwyke
N6021,Local Nesco Harthwick,convenience,Nesco,Harthwick,Harthwick
P6661,Platerows North Welford,main,Platerows,North Welford,Welford
N3153,Local Nesco North Thatchwyke,convenience,Nesco,North Thatchwyke,Thatchwyke
T4141,Torrisons Upper Northwyke,main,Torrisons,Upper Northwyke,Northwyke
P6047,Platerows West Uxmere,main,Platerows,West Uxmere,Uxmere
M2253,Mainsburys South Litchwood,main,Mainsburys,South Litchwood,Litchwood
M1234,Mainsburys Upper Hartmere,main,Mainsburys,Upper Hartmere,Hartmere
N2814,Local Nesco Lower Pennbrook,convenience,Nesco,Lower Pennbrook,Pennbrook
P5714,Little Platerows East Buckleigh,convenience,Platerows,East Buckleigh,Buckleigh
M1703,Mainsburys Lower Harthwick,main,Mainsburys,Lower Harthwick,Harthwick
T1562,Torrisons East Norhollow,main,Torrisons,East Norhollow,Norhollow
P2907,Little Platerows Upper Eldwich,convenience,Platerows,Upper Eldwich,Eldwich
N5245,Nesco Upper Norhollow,main,Nesco,Upper Norhollow,Norhollow
P3214,Little Platerows Lower Thatchwyke,convenience,Platerows,Lower Thatchwyke,Thatchwyke
P3551,Little Platerows North Falkenridge,convenience,Platerows,North Falkenridge,Falkenridge
P2134,Little Platerows North Millthorpe,convenience,Platerows,North Millthorpe,Millthorpe
M2983,Local Mainsburys Grimthorpe,convenience,Mainsburys,Grimthorpe,Grimthorpe
T3068,Torrisons East Wrenford,main,Torrisons,East Wrenford,Wrenford
N6653,Local Nesco Lower Goldwynn,convenience,Nesco,Lower Goldwynn,Goldwynn
M6418,Mainsburys Lower Goldwynn,main,Mainsburys,Lower Goldwynn,Goldwynn
P2609,Little Platerows Wickhamford,convenience,Platerows,Wickhamford,Wickhamford
M5493,Local Mainsburys East Wexford,convenience,Mainsburys,East Wexford,Wexford
T1666,Torrisons East Yoxminster,main,Torrisons,East Yoxminster,Yoxminster
P1844,Little Platerows West Dunhaven,convenience,Platerows,West Dunhaven,Dunhaven
P4147,Platerows North Fenbrook,main,Platerows,North Fenbrook,Fenbrook
N2801,Local Nesco South Dunsmere,convenience,Nesco,South Dunsmere,Dunsmere
P1476,Platerows East Brackmere,main,Platerows,East Brackmere,Brackmere
M654,Mainsburys Lower Kingsholt,main,Mainsburys,Lower Kingsholt,Kingsholt
M6627,Local Mainsburys Lower Banebridge,convenience,Mainsburys,Lower Banebridge,Banebridge
M3317,Mainsburys South Wexford,main,Mainsburys,South Wexford,Wexford
P7149,Platerows West Redwick,main,Platerows,West Redwick,Redwick
T558,Torrisons West Meresbourne,main,Torrisons,West Meresbourne,Meresbourne
M3521,Local Mainsburys Rothermere,convenience,Mainsburys,Rothermere,Rothermere
P5621,Platerows West Netherton,main,Platerows,West Netherton,Netherton
N3985,Local Nesco Lower Dunsmere,convenience,Nesco,Lower Dunsmere,Dunsmere
T5923,Torrisons Upper Clayworth,main,Torrisons,Upper Clayworth,Clayworth
P3956,Platerows Bleakmere,main,Platerows,Bleakmere,Bleakmere
P1163,Little Platerows East Somerleigh,convenience,Platerows,East Somerleigh,Somerleigh
M3723,Mainsburys East Fallhurst,main,Mainsburys,East Fallhurst,Fallhurst
P1169,Little Platerows South Avenbury,convenience,Platerows,South Avenbury,Avenbury
M241,Local Mainsburys Lower Puddlewyke,convenience,Mainsburys,Lower Puddlewyke,Puddlewyke
N539,Local Nesco East Oakenshire,convenience,Nesco,East Oakenshire,Oakenshire
N273,Local Nesco West Norbury,convenience,Nesco,West Norbury,Norbury
T2213,Torrisons North Everdale,main,Torrisons,North Everdale,Everdale
P1289,Platerows South Shaldwick,main,Platerows,South Shaldwick,Shaldwick
P1926,Platerows Lower Oxtonford,main,Platerows,Lower Oxtonford,Oxtonford
P1783,Little Platerows West Mallowmere,convenience,Platerows,West Mallowmere,Mallowmere
M217,Mainsburys Stagthorne,main,Mainsburys,Stagthorne,Stagthorne
T11,Torrisons South Northwyke,main,Torrisons,South Northwyke,Northwyke
M3772,Local Mainsburys Lower Rockington,convenience,Mainsburys,Lower Rockington,Rockington
N7026,Nesco West Colmere,main,Nesco,West Colmere,Colmere
N2676,Local Nesco Eldermoor,convenience,Nesco,Eldermoor,Eldermoor
T4387,Torrisons Gainsworth,main,Torrisons,Gainsworth,Gainsworth
N3003,Nesco Lower Yoxminster,main,Nesco,Lower Yoxminster,Yoxminster
M6123,Local Mainsburys West Grimsbyrn,convenience,Mainsburys,West Grimsbyrn,Grimsbyrn
